Name,Description,Managers,Members
T8097,Team Description from T8097,8097,9931692727
T8098,Team Description from T8098,8098,9266675405
T8099,Team Description from T8099,8099,9314066221
T8100,Team Description from T8100,8100,9887789462
T8101,Team Description from T8101,8101,9970970532
T8102,Team Description from T8102,8102,9573199140
T8103,Team Description from T8103,8103,9475424924
T8104,Team Description from T8104,8104,9198297611
T8105,Team Description from T8105,8105,9285334353
T8106,Team Description from T8106,8106,9554540322
T8107,Team Description from T8107,8107,9664708236
T8108,Team Description from T8108,8108,9450257173
T8109,Team Description from T8109,8109,9397823749
T8110,Team Description from T8110,8110,9565522405
T8111,Team Description from T8111,8111,9371596691
T8112,Team Description from T8112,8112,9789847212
T8113,Team Description from T8113,8113,9267223926
T8114,Team Description from T8114,8114,9142782448
T8115,Team Description from T8115,8115,9495905638
T8116,Team Description from T8116,8116,9782240275
T8117,Team Description from T8117,8117,9074877577
T8118,Team Description from T8118,8118,9947728594
T8119,Team Description from T8119,8119,9859684636
T8120,Team Description from T8120,8120,9778077067
T8121,Team Description from T8121,8121,9703711115
T8122,Team Description from T8122,8122,9848249085
T8123,Team Description from T8123,8123,9760857613
T8124,Team Description from T8124,8124,9557224454
T8125,Team Description from T8125,8125,9114904709
T8126,Team Description from T8126,8126,9325209506
T8127,Team Description from T8127,8127,9174755068
T8128,Team Description from T8128,8128,9520621916
T8129,Team Description from T8129,8129,9824986409
T8130,Team Description from T8130,8130,9342747317
T8131,Team Description from T8131,8131,9902007430
T8132,Team Description from T8132,8132,9881721367
T8133,Team Description from T8133,8133,9539669970
T8134,Team Description from T8134,8134,9534241655
T8135,Team Description from T8135,8135,9133416467
T8136,Team Description from T8136,8136,9410018371
T8137,Team Description from T8137,8137,9885046608
T8138,Team Description from T8138,8138,9090348811
T8139,Team Description from T8139,8139,9262396392
T8140,Team Description from T8140,8140,9950959250
T8141,Team Description from T8141,8141,9540957924
T8142,Team Description from T8142,8142,9638784961
T8143,Team Description from T8143,8143,9053322905
T8144,Team Description from T8144,8144,9970787191
T8145,Team Description from T8145,8145,9616403087
T8146,Team Description from T8146,8146,9379378580
T8147,Team Description from T8147,8147,9436808403
T8148,Team Description from T8148,8148,9188656824
T8149,Team Description from T8149,8149,9731280202
T8150,Team Description from T8150,8150,9597580168
T8151,Team Description from T8151,8151,9676853856
T8152,Team Description from T8152,8152,9721253961
T8153,Team Description from T8153,8153,9573840691
T8154,Team Description from T8154,8154,9282485342
T8155,Team Description from T8155,8155,9524604789
T8156,Team Description from T8156,8156,9147586341
T8157,Team Description from T8157,8157,9730802133
T8158,Team Description from T8158,8158,9018837629
T8159,Team Description from T8159,8159,9528484663
T8160,Team Description from T8160,8160,9556125009
T8161,Team Description from T8161,8161,9088466167
T8162,Team Description from T8162,8162,9769018696
T8163,Team Description from T8163,8163,9678795551
T8164,Team Description from T8164,8164,9087757308
T8165,Team Description from T8165,8165,9134363009
T8166,Team Description from T8166,8166,9024381976
T8167,Team Description from T8167,8167,9475423036
T8168,Team Description from T8168,8168,9971524523
T8169,Team Description from T8169,8169,9427890393
T8170,Team Description from T8170,8170,9468577544
T8171,Team Description from T8171,8171,9030789989
T8172,Team Description from T8172,8172,9734277460
T8173,Team Description from T8173,8173,9746239470
T8174,Team Description from T8174,8174,9160671227
T8175,Team Description from T8175,8175,9852618319
T8176,Team Description from T8176,8176,9735343142
T8177,Team Description from T8177,8177,9458176194
T8178,Team Description from T8178,8178,9613375012
T8179,Team Description from T8179,8179,9636563300
T8180,Team Description from T8180,8180,9830826867
T8181,Team Description from T8181,8181,9721378336
T8182,Team Description from T8182,8182,9059150193
T8183,Team Description from T8183,8183,9617377322
T8184,Team Description from T8184,8184,9859656769
T8185,Team Description from T8185,8185,9162605882
T8186,Team Description from T8186,8186,9012870150
T8187,Team Description from T8187,8187,9943946434
T8188,Team Description from T8188,8188,9564847146
T8189,Team Description from T8189,8189,9152598660
T8190,Team Description from T8190,8190,9526070694
T8191,Team Description from T8191,8191,9196771259
T8192,Team Description from T8192,8192,9974263350
T8193,Team Description from T8193,8193,9351585836
T8194,Team Description from T8194,8194,9668971022
T8195,Team Description from T8195,8195,9081361951
T8196,Team Description from T8196,8196,9698505377
T8197,Team Description from T8197,8197,9953396365
T8198,Team Description from T8198,8198,9166697199
T8199,Team Description from T8199,8199,9241639444
T8200,Team Description from T8200,8200,9216260577
T8201,Team Description from T8201,8201,9338867292
T8202,Team Description from T8202,8202,9099794148
T8203,Team Description from T8203,8203,9636219222
T8204,Team Description from T8204,8204,9433065387
T8205,Team Description from T8205,8205,9778736397
T8206,Team Description from T8206,8206,9422351356
T8207,Team Description from T8207,8207,9225002082
T8208,Team Description from T8208,8208,9559953828
T8209,Team Description from T8209,8209,9571750487
T8210,Team Description from T8210,8210,9953289570
T8211,Team Description from T8211,8211,9516922805
T8212,Team Description from T8212,8212,9495062541
T8213,Team Description from T8213,8213,9260915756
T8214,Team Description from T8214,8214,9625659970
T8215,Team Description from T8215,8215,9410655871
T8216,Team Description from T8216,8216,9345228040
T8217,Team Description from T8217,8217,9083297150
T8218,Team Description from T8218,8218,9285088164
T8219,Team Description from T8219,8219,9263806250
T8220,Team Description from T8220,8220,9619032544
T8221,Team Description from T8221,8221,9520435851
T8222,Team Description from T8222,8222,9262624531
T8223,Team Description from T8223,8223,9860382916
T8224,Team Description from T8224,8224,9351831533
T8225,Team Description from T8225,8225,9096700437
T8226,Team Description from T8226,8226,9476795722
T8227,Team Description from T8227,8227,9541266787
T8228,Team Description from T8228,8228,9595174070
T8229,Team Description from T8229,8229,9980425335
T8230,Team Description from T8230,8230,9211071857
T8231,Team Description from T8231,8231,9956091119
T8232,Team Description from T8232,8232,9137468642
T8233,Team Description from T8233,8233,9126726614
T8234,Team Description from T8234,8234,9518469141
T8235,Team Description from T8235,8235,9020895155
T8236,Team Description from T8236,8236,9609068797
T8237,Team Description from T8237,8237,9266133382
T8238,Team Description from T8238,8238,9956038339
T8239,Team Description from T8239,8239,9271680986
T8240,Team Description from T8240,8240,9818019145
T8241,Team Description from T8241,8241,9988675518
T8242,Team Description from T8242,8242,9083582375
T8243,Team Description from T8243,8243,9396801113
T8244,Team Description from T8244,8244,9310533705
T8245,Team Description from T8245,8245,9165277178
T8246,Team Description from T8246,8246,9971829454
T8247,Team Description from T8247,8247,9284381050
T8248,Team Description from T8248,8248,9114765309
T8249,Team Description from T8249,8249,9628911599
T8250,Team Description from T8250,8250,9769618978
T8251,Team Description from T8251,8251,9279828437
T8252,Team Description from T8252,8252,9241926702
T8253,Team Description from T8253,8253,9021584101
T8254,Team Description from T8254,8254,9820328116
T8255,Team Description from T8255,8255,9834217177
T8256,Team Description from T8256,8256,9086927139
T8257,Team Description from T8257,8257,9812702421
T8258,Team Description from T8258,8258,9624369507
T8259,Team Description from T8259,8259,9666721480
T8260,Team Description from T8260,8260,9470719051
T8261,Team Description from T8261,8261,9869841791
T8262,Team Description from T8262,8262,9213864398
T8263,Team Description from T8263,8263,9837675498
T8264,Team Description from T8264,8264,9165925805
T8265,Team Description from T8265,8265,9757880219
T8266,Team Description from T8266,8266,9785961485
T8267,Team Description from T8267,8267,9883480192
T8268,Team Description from T8268,8268,9036918483
T8269,Team Description from T8269,8269,9523480923
T8270,Team Description from T8270,8270,9476908776
T8271,Team Description from T8271,8271,9416262484
T8272,Team Description from T8272,8272,9264505991
T8273,Team Description from T8273,8273,9237608726
T8274,Team Description from T8274,8274,9126932537
T8275,Team Description from T8275,8275,9924884515
T8276,Team Description from T8276,8276,9283921981
T8277,Team Description from T8277,8277,9031386259
T8278,Team Description from T8278,8278,9589844717
T8279,Team Description from T8279,8279,9727788634
T8280,Team Description from T8280,8280,9099241603
T8281,Team Description from T8281,8281,9935112678
T8282,Team Description from T8282,8282,9889532010
T8283,Team Description from T8283,8283,9005704396
T8284,Team Description from T8284,8284,9360342020
T8285,Team Description from T8285,8285,9409716686
T8286,Team Description from T8286,8286,9025623606
T8287,Team Description from T8287,8287,9500470021
T8288,Team Description from T8288,8288,9336154136
T8289,Team Description from T8289,8289,9960180019
T8290,Team Description from T8290,8290,9076983014
T8291,Team Description from T8291,8291,9336010369
T8292,Team Description from T8292,8292,9972809465
T8293,Team Description from T8293,8293,9369303019
T8294,Team Description from T8294,8294,9280622600
T8295,Team Description from T8295,8295,9265383576
T8296,Team Description from T8296,8296,9952415845
T8297,Team Description from T8297,8297,9877908771
T8298,Team Description from T8298,8298,9085685412
T8299,Team Description from T8299,8299,9962827023
T8300,Team Description from T8300,8300,9408973335
T8301,Team Description from T8301,8301,9326300631
T8302,Team Description from T8302,8302,9704902397
T8303,Team Description from T8303,8303,9504734098
T8304,Team Description from T8304,8304,9652475804
T8305,Team Description from T8305,8305,9938703656
T8306,Team Description from T8306,8306,9263209538
T8307,Team Description from T8307,8307,9858648710
T8308,Team Description from T8308,8308,9664802693
T8309,Team Description from T8309,8309,9671658663
T8310,Team Description from T8310,8310,9823008815
T8311,Team Description from T8311,8311,9150454607
T8312,Team Description from T8312,8312,9640355345
T8313,Team Description from T8313,8313,9204243843
T8314,Team Description from T8314,8314,9889039841
T8315,Team Description from T8315,8315,9847393066
T8316,Team Description from T8316,8316,9689690933
T8317,Team Description from T8317,8317,9999172331
T8318,Team Description from T8318,8318,9659348539
T8319,Team Description from T8319,8319,9956338358
T8320,Team Description from T8320,8320,9186651691
T8321,Team Description from T8321,8321,9520603045
T8322,Team Description from T8322,8322,9748019297
T8323,Team Description from T8323,8323,9114533830
T8324,Team Description from T8324,8324,9034099581
T8325,Team Description from T8325,8325,9766190147
T8326,Team Description from T8326,8326,9999886704
T8327,Team Description from T8327,8327,9633977247
T8328,Team Description from T8328,8328,9384363726
T8329,Team Description from T8329,8329,9087666305
T8330,Team Description from T8330,8330,9085801977
T8331,Team Description from T8331,8331,9812771601
T8332,Team Description from T8332,8332,9414955503
T8333,Team Description from T8333,8333,9354866835
T8334,Team Description from T8334,8334,9664116904
T8335,Team Description from T8335,8335,9267132165
T8336,Team Description from T8336,8336,9875325457
T8337,Team Description from T8337,8337,9943478936
T8338,Team Description from T8338,8338,9773018318
T8339,Team Description from T8339,8339,9809119903
T8340,Team Description from T8340,8340,9554813968
T8341,Team Description from T8341,8341,9339101213
T8342,Team Description from T8342,8342,9501658819
T8343,Team Description from T8343,8343,9226788416
T8344,Team Description from T8344,8344,9970074085
T8345,Team Description from T8345,8345,9156796571
T8346,Team Description from T8346,8346,9901882177
T8347,Team Description from T8347,8347,9197900024
T8348,Team Description from T8348,8348,9039634511
T8349,Team Description from T8349,8349,9537237989
T8350,Team Description from T8350,8350,9083623181
T8351,Team Description from T8351,8351,9294975983
T8352,Team Description from T8352,8352,9038407096
T8353,Team Description from T8353,8353,9378731239
T8354,Team Description from T8354,8354,9680647276
T8355,Team Description from T8355,8355,9373181185
T8356,Team Description from T8356,8356,9917227166
T8357,Team Description from T8357,8357,9418730396
T8358,Team Description from T8358,8358,9554365812
T8359,Team Description from T8359,8359,9020541173
T8360,Team Description from T8360,8360,9009325589
T8361,Team Description from T8361,8361,9962669207
T8362,Team Description from T8362,8362,9326300690
T8363,Team Description from T8363,8363,9788645390
T8364,Team Description from T8364,8364,9139171432
T8365,Team Description from T8365,8365,9417931542
T8366,Team Description from T8366,8366,9828386011
T8367,Team Description from T8367,8367,9936367434
T8368,Team Description from T8368,8368,9794058031
T8369,Team Description from T8369,8369,9432322699
T8370,Team Description from T8370,8370,9768651691
T8371,Team Description from T8371,8371,9431992980
T8372,Team Description from T8372,8372,9646849035
T8373,Team Description from T8373,8373,9676900742
T8374,Team Description from T8374,8374,9885978728
T8375,Team Description from T8375,8375,9680610075
T8376,Team Description from T8376,8376,9504795341
T8377,Team Description from T8377,8377,9126920786
T8378,Team Description from T8378,8378,9482142119
T8379,Team Description from T8379,8379,9255108519
T8380,Team Description from T8380,8380,9934176922
T8381,Team Description from T8381,8381,9472299828
T8382,Team Description from T8382,8382,9263139200
T8383,Team Description from T8383,8383,9035728411
T8384,Team Description from T8384,8384,9881950049
T8385,Team Description from T8385,8385,9206738388
T8386,Team Description from T8386,8386,9653051236
T8387,Team Description from T8387,8387,9589388075
T8388,Team Description from T8388,8388,9293844254
T8389,Team Description from T8389,8389,9566141290
T8390,Team Description from T8390,8390,9653633582
T8391,Team Description from T8391,8391,9433690593
T8392,Team Description from T8392,8392,9657531912
T8393,Team Description from T8393,8393,9948498101
T8394,Team Description from T8394,8394,9721367999
T8395,Team Description from T8395,8395,9450012950
T8396,Team Description from T8396,8396,9018687087
T8397,Team Description from T8397,8397,9247908567
T8398,Team Description from T8398,8398,9335475536
T8399,Team Description from T8399,8399,9907692841
T8400,Team Description from T8400,8400,9119814901
T8401,Team Description from T8401,8401,9275256022
T8402,Team Description from T8402,8402,9216501032
T8403,Team Description from T8403,8403,9567279622
T8404,Team Description from T8404,8404,9202973259
T8405,Team Description from T8405,8405,9460118503
T8406,Team Description from T8406,8406,9948213547
T8407,Team Description from T8407,8407,9889825066
T8408,Team Description from T8408,8408,9169455898
T8409,Team Description from T8409,8409,9822495651
T8410,Team Description from T8410,8410,9277468961
T8411,Team Description from T8411,8411,9775934725
T8412,Team Description from T8412,8412,9158759925
T8413,Team Description from T8413,8413,9218628849
T8414,Team Description from T8414,8414,9711894431
T8415,Team Description from T8415,8415,9438845431
T8416,Team Description from T8416,8416,9056095819
T8417,Team Description from T8417,8417,9048923848
T8418,Team Description from T8418,8418,9627125930
T8419,Team Description from T8419,8419,9229711112
T8420,Team Description from T8420,8420,9295045807
T8421,Team Description from T8421,8421,9780310381
T8422,Team Description from T8422,8422,9521710865
T8423,Team Description from T8423,8423,9479770575
T8424,Team Description from T8424,8424,9543959206
T8425,Team Description from T8425,8425,9567820114
T8426,Team Description from T8426,8426,9111097542
T8427,Team Description from T8427,8427,9725376627
T8428,Team Description from T8428,8428,9614076764
T8429,Team Description from T8429,8429,9248497347
T8430,Team Description from T8430,8430,9969872405
T8431,Team Description from T8431,8431,9643834958
T8432,Team Description from T8432,8432,9805196457
T8433,Team Description from T8433,8433,9215552040
T8434,Team Description from T8434,8434,9018472076
T8435,Team Description from T8435,8435,9219289845
T8436,Team Description from T8436,8436,9145086071
T8437,Team Description from T8437,8437,9193060687
T8438,Team Description from T8438,8438,9425107833
T8439,Team Description from T8439,8439,9817132444
T8440,Team Description from T8440,8440,9600854817
T8441,Team Description from T8441,8441,9979736562
T8442,Team Description from T8442,8442,9909856651
T8443,Team Description from T8443,8443,9178089188
T8444,Team Description from T8444,8444,9903649476
T8445,Team Description from T8445,8445,9217664113
T8446,Team Description from T8446,8446,9279421084
T8447,Team Description from T8447,8447,9943656564
T8448,Team Description from T8448,8448,9072265943
T8449,Team Description from T8449,8449,9297103271
T8450,Team Description from T8450,8450,9940309475
T8451,Team Description from T8451,8451,9974892629
T8452,Team Description from T8452,8452,9095922747
T8453,Team Description from T8453,8453,9270205901
T8454,Team Description from T8454,8454,9234511082
T8455,Team Description from T8455,8455,9997686504
T8456,Team Description from T8456,8456,9681446457
T8457,Team Description from T8457,8457,9808647667
T8458,Team Description from T8458,8458,9146157940
T8459,Team Description from T8459,8459,9742902473
T8460,Team Description from T8460,8460,9592477491
T8461,Team Description from T8461,8461,9975710342
T8462,Team Description from T8462,8462,9197591228
T8463,Team Description from T8463,8463,9341571903
T8464,Team Description from T8464,8464,9786782314
T8465,Team Description from T8465,8465,9226791232
T8466,Team Description from T8466,8466,9510927720
T8467,Team Description from T8467,8467,9366726610
T8468,Team Description from T8468,8468,9224937649
T8469,Team Description from T8469,8469,9410381395
T8470,Team Description from T8470,8470,9056842673
T8471,Team Description from T8471,8471,9786937111
T8472,Team Description from T8472,8472,9717575136
T8473,Team Description from T8473,8473,9786527159
T8474,Team Description from T8474,8474,9197287412
T8475,Team Description from T8475,8475,9921001362
T8476,Team Description from T8476,8476,9878238537
T8477,Team Description from T8477,8477,9720160404
T8478,Team Description from T8478,8478,9040631646
T8479,Team Description from T8479,8479,9820854097
T8480,Team Description from T8480,8480,9755817993
T8481,Team Description from T8481,8481,9590507634
T8482,Team Description from T8482,8482,9385446566
T8483,Team Description from T8483,8483,9934160401
T8484,Team Description from T8484,8484,9151107466
T8485,Team Description from T8485,8485,9197665493
T8486,Team Description from T8486,8486,9822107917
T8487,Team Description from T8487,8487,9174472581
T8488,Team Description from T8488,8488,9749449905
T8489,Team Description from T8489,8489,9326153200
T8490,Team Description from T8490,8490,9423606950
T8491,Team Description from T8491,8491,9070637432
T8492,Team Description from T8492,8492,9883978548
T8493,Team Description from T8493,8493,9560159840
T8494,Team Description from T8494,8494,9957156347
T8495,Team Description from T8495,8495,9091288178
T8496,Team Description from T8496,8496,9645650851
T8497,Team Description from T8497,8497,9651220578
T8498,Team Description from T8498,8498,9710102713
T8499,Team Description from T8499,8499,9923160484
T8500,Team Description from T8500,8500,9846515682
T8501,Team Description from T8501,8501,9731775898
T8502,Team Description from T8502,8502,9337808046
T8503,Team Description from T8503,8503,9294911317
T8504,Team Description from T8504,8504,9336677251
T8505,Team Description from T8505,8505,9158982741
T8506,Team Description from T8506,8506,9264195811
T8507,Team Description from T8507,8507,9459258823
T8508,Team Description from T8508,8508,9433610012
T8509,Team Description from T8509,8509,9555075717
T8510,Team Description from T8510,8510,9453776631
T8511,Team Description from T8511,8511,9581305248
T8512,Team Description from T8512,8512,9062438231
T8513,Team Description from T8513,8513,9193361813
T8514,Team Description from T8514,8514,9560382876
T8515,Team Description from T8515,8515,9940818601
T8516,Team Description from T8516,8516,9741679456
T8517,Team Description from T8517,8517,9874772550
T8518,Team Description from T8518,8518,9387247585
T8519,Team Description from T8519,8519,9153998701
T8520,Team Description from T8520,8520,9335419108
T8521,Team Description from T8521,8521,9551405015
T8522,Team Description from T8522,8522,9263663767
T8523,Team Description from T8523,8523,9513970745
T8524,Team Description from T8524,8524,9310639621
T8525,Team Description from T8525,8525,9017888729
T8526,Team Description from T8526,8526,9521140952
T8527,Team Description from T8527,8527,9772297269
T8528,Team Description from T8528,8528,9699395872
T8529,Team Description from T8529,8529,9804823378
T8530,Team Description from T8530,8530,9291904399
T8531,Team Description from T8531,8531,9398460055
T8532,Team Description from T8532,8532,9126106709
T8533,Team Description from T8533,8533,9155637679
T8534,Team Description from T8534,8534,9041459300
T8535,Team Description from T8535,8535,9389704949
T8536,Team Description from T8536,8536,9054703390
T8537,Team Description from T8537,8537,9962974484
T8538,Team Description from T8538,8538,9204571985
T8539,Team Description from T8539,8539,9225358274
T8540,Team Description from T8540,8540,9971798387
T8541,Team Description from T8541,8541,9992803252
T8542,Team Description from T8542,8542,9617772963
T8543,Team Description from T8543,8543,9832642726
T8544,Team Description from T8544,8544,9217246409
T8545,Team Description from T8545,8545,9341788005
T8546,Team Description from T8546,8546,9562281783
T8547,Team Description from T8547,8547,9477085843
T8548,Team Description from T8548,8548,9550540613
T8549,Team Description from T8549,8549,9628070596
T8550,Team Description from T8550,8550,9484455003
T8551,Team Description from T8551,8551,9165042847
T8552,Team Description from T8552,8552,9494764854
T8553,Team Description from T8553,8553,9424233537
T8554,Team Description from T8554,8554,9878691841
T8555,Team Description from T8555,8555,9766769202
T8556,Team Description from T8556,8556,9265865879
T8557,Team Description from T8557,8557,9964750718
T8558,Team Description from T8558,8558,9179494704
T8559,Team Description from T8559,8559,9188815486
T8560,Team Description from T8560,8560,9994811566
T8561,Team Description from T8561,8561,9784084483
T8562,Team Description from T8562,8562,9228564286
T8563,Team Description from T8563,8563,9549307813
T8564,Team Description from T8564,8564,9985811512
T8565,Team Description from T8565,8565,9904199111
T8566,Team Description from T8566,8566,9461849129
T8567,Team Description from T8567,8567,9275992089
T8568,Team Description from T8568,8568,9194552917
T8569,Team Description from T8569,8569,9076076265
T8570,Team Description from T8570,8570,9706317512
T8571,Team Description from T8571,8571,9814053803
T8572,Team Description from T8572,8572,9777067892
T8573,Team Description from T8573,8573,9260842745
T8574,Team Description from T8574,8574,9945335261
T8575,Team Description from T8575,8575,9750289475
T8576,Team Description from T8576,8576,9770717265
T8577,Team Description from T8577,8577,9175446725
T8578,Team Description from T8578,8578,9299270345
T8579,Team Description from T8579,8579,9526660680
T8580,Team Description from T8580,8580,9458837131
T8581,Team Description from T8581,8581,9902400370
T8582,Team Description from T8582,8582,9106491622
T8583,Team Description from T8583,8583,9644317354
T8584,Team Description from T8584,8584,9282348089
T8585,Team Description from T8585,8585,9346103995
T8586,Team Description from T8586,8586,9705087296
T8587,Team Description from T8587,8587,9279900104
T8588,Team Description from T8588,8588,9674507714
T8589,Team Description from T8589,8589,9480671567
T8590,Team Description from T8590,8590,9435838010
T8591,Team Description from T8591,8591,9706185655
T8592,Team Description from T8592,8592,9661665332
T8593,Team Description from T8593,8593,9225985733
T8594,Team Description from T8594,8594,9228697292
T8595,Team Description from T8595,8595,9672270123
T8596,Team Description from T8596,8596,9182892059
T8597,Team Description from T8597,8597,9869374290
T8598,Team Description from T8598,8598,9053441676
T8599,Team Description from T8599,8599,9917090659
T8600,Team Description from T8600,8600,9265000039
T8601,Team Description from T8601,8601,9519107950
T8602,Team Description from T8602,8602,9401353793
T8603,Team Description from T8603,8603,9111757287
T8604,Team Description from T8604,8604,9421536837
T8605,Team Description from T8605,8605,9723227531
T8606,Team Description from T8606,8606,9766117363
T8607,Team Description from T8607,8607,9775637599
T8608,Team Description from T8608,8608,9336558383
T8609,Team Description from T8609,8609,9358418184
T8610,Team Description from T8610,8610,9372878468
T8611,Team Description from T8611,8611,9904849785
T8612,Team Description from T8612,8612,9859554428
T8613,Team Description from T8613,8613,9488814414
T8614,Team Description from T8614,8614,9492731895
T8615,Team Description from T8615,8615,9071093475
T8616,Team Description from T8616,8616,9796557573
T8617,Team Description from T8617,8617,9151251466
T8618,Team Description from T8618,8618,9655935448
T8619,Team Description from T8619,8619,9905111534
T8620,Team Description from T8620,8620,9404386278
T8621,Team Description from T8621,8621,9940036181
T8622,Team Description from T8622,8622,9133400768
T8623,Team Description from T8623,8623,9742241512
T8624,Team Description from T8624,8624,9627384121
T8625,Team Description from T8625,8625,9147166577
T8626,Team Description from T8626,8626,9742484258
T8627,Team Description from T8627,8627,9023570425
T8628,Team Description from T8628,8628,9172798015
T8629,Team Description from T8629,8629,9164116626
T8630,Team Description from T8630,8630,9985818875
T8631,Team Description from T8631,8631,9819161855
T8632,Team Description from T8632,8632,9869666887
T8633,Team Description from T8633,8633,9253017981
T8634,Team Description from T8634,8634,9194521533
T8635,Team Description from T8635,8635,9301500053
T8636,Team Description from T8636,8636,9368746201
T8637,Team Description from T8637,8637,9884631907
T8638,Team Description from T8638,8638,9314844084
T8639,Team Description from T8639,8639,9541465549
T8640,Team Description from T8640,8640,9257795737
T8641,Team Description from T8641,8641,9723473007
T8642,Team Description from T8642,8642,9888302923
T8643,Team Description from T8643,8643,9120904039
T8644,Team Description from T8644,8644,9664376804
T8645,Team Description from T8645,8645,9919835527
T8646,Team Description from T8646,8646,9823358006
T8647,Team Description from T8647,8647,9484773009
T8648,Team Description from T8648,8648,9572772792
T8649,Team Description from T8649,8649,9791425880
T8650,Team Description from T8650,8650,9017403221
T8651,Team Description from T8651,8651,9989678049
T8652,Team Description from T8652,8652,9463212943
T8653,Team Description from T8653,8653,9721665469
T8654,Team Description from T8654,8654,9971737851
T8655,Team Description from T8655,8655,9573022669
T8656,Team Description from T8656,8656,9683586877
T8657,Team Description from T8657,8657,9149351400
T8658,Team Description from T8658,8658,9772041154
T8659,Team Description from T8659,8659,9915286251
T8660,Team Description from T8660,8660,9153886080
T8661,Team Description from T8661,8661,9679175208
T8662,Team Description from T8662,8662,9633089351
T8663,Team Description from T8663,8663,9496158185
T8664,Team Description from T8664,8664,9700415753
T8665,Team Description from T8665,8665,9487314868
T8666,Team Description from T8666,8666,9969354436
T8667,Team Description from T8667,8667,9799781959
T8668,Team Description from T8668,8668,9491908586
T8669,Team Description from T8669,8669,9485353284
T8670,Team Description from T8670,8670,9600775908
T8671,Team Description from T8671,8671,9039635888
T8672,Team Description from T8672,8672,9667173039
T8673,Team Description from T8673,8673,9639238458
T8674,Team Description from T8674,8674,9744257954
T8675,Team Description from T8675,8675,9294804637
T8676,Team Description from T8676,8676,9523007313
T8677,Team Description from T8677,8677,9205634100
T8678,Team Description from T8678,8678,9345148604
T8679,Team Description from T8679,8679,9959107330
T8680,Team Description from T8680,8680,9474121162
T8681,Team Description from T8681,8681,9251150179
T8682,Team Description from T8682,8682,9967754794
T8683,Team Description from T8683,8683,9084720059
T8684,Team Description from T8684,8684,9005946899
T8685,Team Description from T8685,8685,9521397537
T8686,Team Description from T8686,8686,9743425551
T8687,Team Description from T8687,8687,9887830075
T8688,Team Description from T8688,8688,9774157587
T8689,Team Description from T8689,8689,9961032934
T8690,Team Description from T8690,8690,9519964070
T8691,Team Description from T8691,8691,9783282232
T8692,Team Description from T8692,8692,9700623211
T8693,Team Description from T8693,8693,9192742752
T8694,Team Description from T8694,8694,9687937889
T8695,Team Description from T8695,8695,9047702913
T8696,Team Description from T8696,8696,9674024589
T8697,Team Description from T8697,8697,9963514737
T8698,Team Description from T8698,8698,9958921043
T8699,Team Description from T8699,8699,9640055956
T8700,Team Description from T8700,8700,9044345695
T8701,Team Description from T8701,8701,9260868662
T8702,Team Description from T8702,8702,9764763554
T8703,Team Description from T8703,8703,9475234820
T8704,Team Description from T8704,8704,9959301219
T8705,Team Description from T8705,8705,9273619922
T8706,Team Description from T8706,8706,9520348915
T8707,Team Description from T8707,8707,9856856923
T8708,Team Description from T8708,8708,9465888339
T8709,Team Description from T8709,8709,9257331827
T8710,Team Description from T8710,8710,9457267521
T8711,Team Description from T8711,8711,9405760147
T8712,Team Description from T8712,8712,9981046317
T8713,Team Description from T8713,8713,9581193789
T8714,Team Description from T8714,8714,9514064910
T8715,Team Description from T8715,8715,9517517781
T8716,Team Description from T8716,8716,9526353300
T8717,Team Description from T8717,8717,9703492842
T8718,Team Description from T8718,8718,9942155062
T8719,Team Description from T8719,8719,9597227142
T8720,Team Description from T8720,8720,9642959717
T8721,Team Description from T8721,8721,9570800212
T8722,Team Description from T8722,8722,9189980349
T8723,Team Description from T8723,8723,9992648066
T8724,Team Description from T8724,8724,9592587494
T8725,Team Description from T8725,8725,9097263149
T8726,Team Description from T8726,8726,9625944705
T8727,Team Description from T8727,8727,9898575425
T8728,Team Description from T8728,8728,9402695708
T8729,Team Description from T8729,8729,9724917009
T8730,Team Description from T8730,8730,9289138840
T8731,Team Description from T8731,8731,9133496548
T8732,Team Description from T8732,8732,9301499802
T8733,Team Description from T8733,8733,9747353057
T8734,Team Description from T8734,8734,9299729072
T8735,Team Description from T8735,8735,9832498394
T8736,Team Description from T8736,8736,9610074185
T8737,Team Description from T8737,8737,9555753190
T8738,Team Description from T8738,8738,9085981290
T8739,Team Description from T8739,8739,9845771115
T8740,Team Description from T8740,8740,9681708611
T8741,Team Description from T8741,8741,9828634596
T8742,Team Description from T8742,8742,9020848484
T8743,Team Description from T8743,8743,9061798458
T8744,Team Description from T8744,8744,9415466679
T8745,Team Description from T8745,8745,9295238110
T8746,Team Description from T8746,8746,9400465446
T8747,Team Description from T8747,8747,9272007214
T8748,Team Description from T8748,8748,9262630105
T8749,Team Description from T8749,8749,9387562266
T8750,Team Description from T8750,8750,9431908496
T8751,Team Description from T8751,8751,9659732774
T8752,Team Description from T8752,8752,9215790335
T8753,Team Description from T8753,8753,9188393352
T8754,Team Description from T8754,8754,9023066009
T8755,Team Description from T8755,8755,9681419116
T8756,Team Description from T8756,8756,9519745814
T8757,Team Description from T8757,8757,9063457173
T8758,Team Description from T8758,8758,9345296144
T8759,Team Description from T8759,8759,9958781337
T8760,Team Description from T8760,8760,9726040254
T8761,Team Description from T8761,8761,9028035330
T8762,Team Description from T8762,8762,9102556725
